## object_type
# 1: Comida
# 2: Arma
# 3: Armadura
# 4: Arbol
# 5: Dinero
# 6: Puerta
# 7: Contenedor
# 8: Cartel
# 9: Llave
# 10: Foro
# 11: Pocion
# 12: Libro
# 13: Bebida
# 14: Leña
# 15: Fogata
# 16: Escudo
# 17: Casco
# 18: Anillo
# 19: Teletransporte
# 20: Mueble
# 21: Joya
# 22: Yacimiento
# 23: Metal
# 24: Pergamino
# 25: Aura
# 26: Instrumento musical
# 27: Yunque
# 28: Fragua
# 29: Gema
# 30: Flor
# 31: Barco
# 32: Flecha
# 33: Botella vacia
# 34: Botella llena
# 35: Mancha

## potion_type
# 1: Aumenta la agilidad
# 2: Aumenta la fuerza
# 3: Repone vida
# 4: Repone mana
# 5: Cura el envenenamiento

# TODO Claves no especificadas en el codigo: RazaEnanaAnim, IndexCerradaLlave, CantItems, NroItems, MinST, Real, Mujer, Upgrade, Caos, Log
# TODO Cuidado con las 'ñ'

[INIT]
object_count = 1052

[OBJ869]
name = Tumba de Nightsorrow
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansan los restos del Dios Nightsorrow, que mucho colaboro por la justicia del Argentum.

[OBJ870]
name = Tumba de Shep
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Bajo esta piedra reposan en paz los restos del gran Shep, aquel Dios que dedico su vida entera a estas tierras y sus habitantes.

[OBJ871]
name = Tumba de Patrick
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Yacen aqui los restos de Patrick, aquel bondadoso Dios que con esfuerzo y trabajo mucho dio por estas tierras.

[OBJ872]
name = Tumba de EL OSO
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansan los restos del mitico EL OSO, poderoso Dios que durante siglos fue el responsable de darle el halito de vida a este hermoso mundo gracias a su gran ciencia, bondad y dedicacion. Por siempre el pueblo del Argentum glorificara tu paso por estas tierras y te estrara eternamente agradecido.

[OBJ873]
name = Guantes de Hurto
graphic_index = 1469
object_type = 18
Guante = 1
min_hit = 1
max_hit = 2
value = 5000
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = PALADIN
forbidden_archetype5 = ASESINO
forbidden_archetype6 = DRUIDA
forbidden_archetype7 = BARDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = CLERIGO
forbidden_archetype10 = TRABAJADOR

[OBJ874]
name = Cuerno de llamado Armada
graphic_index = 11980
object_type = 26
sound1 = 122
respawnable = 0
Real = 1
droppable = 0

[OBJ875]
name = Cuerno de llamado Legionario
graphic_index = 11979
object_type = 26
sound1 = 123
respawnable = 0
Caos = 1
droppable = 0

[OBJ876]
name = Vestimenta de Game Master
graphic_index = 1470
object_type = 3
equipped_armor_graphic = 255
droppable = 0

[OBJ877]
name = Tunica de Gran Hechicero (E/G)
graphic_index = 15519
object_type = 3
equipped_armor_graphic = 311
min_armor_defense = 15
max_armor_defense = 20
value = 10500
dwarf = 1

[OBJ878]
name = Tunica de Gran Hechicera (E/G-M)
graphic_index = 15303
object_type = 3
equipped_armor_graphic = 302
min_armor_defense = 15
max_armor_defense = 20
value = 10500
dwarf = 1
Mujer = 1

# Humano mujer
[OBJ879]
name = Vestido Bordado de Gala (H/E/EO-M)
graphic_index = 16302
object_type = 3
equipped_armor_graphic = 340
max_armor_defense = 1
value = 105
Mujer = 1

# Humano mujer
[OBJ880]
name = Tunica del Oraculo (H/E/EO-M)
graphic_index = 16194
object_type = 3
equipped_armor_graphic = 336
min_armor_defense = 1
max_armor_defense = 1
value = 120
Mujer = 1
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = TRABAJADOR

# Humano mujer
[OBJ881]
name = Armadura de la Cienaga (H/E/EO-M)
graphic_index = 772
object_type = 3
equipped_armor_graphic = 232
max_armor_defense = 50
min_armor_defense = 45
value = 69500
respawnable = 0
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = CAZADOR
forbidden_archetype9 = TRABAJADOR
iron_ingot = 650
silver_ingot = 200
smithing_skill = 90

# Humano
[OBJ882]
name = Anillas Livianas de Aventurero (H/E/EO)
graphic_index = 16167
object_type = 3
equipped_armor_graphic = 329
min_armor_defense = 3
max_armor_defense = 8
value = 1190
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO
iron_ingot = 17
smithing_skill = 15

[OBJ883]
name = Cota de Anillas Compuesta (H/E/EO)
graphic_index = 15627
object_type = 3
equipped_armor_graphic = 315
min_armor_defense = 5
max_armor_defense = 9
value = 2520
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
iron_ingot = 36
smithing_skill = 32

# Humano mujer
[OBJ884]
name = Cota de Anillas Compuesta (H/E/EO-M)
graphic_index = 15870
object_type = 3
equipped_armor_graphic = 324
min_armor_defense = 5
max_armor_defense = 9
value = 2520
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
iron_ingot = 36
smithing_skill = 32

# Humano
[OBJ885]
name = Armadura Liviana de Hierro (H/E/EO)
graphic_index = 15789
object_type = 3
equipped_armor_graphic = 321
min_armor_defense = 8
max_armor_defense = 15
value = 3990
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = DRUIDA
iron_ingot = 57
smithing_skill = 44

# Humano mujer
[OBJ886]
name = Vestido de Arquera (H/E/EO-M)
graphic_index = 15897
object_type = 3
equipped_armor_graphic = 325
min_armor_defense = 5
max_armor_defense = 15
value = 3500
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = PALADIN
forbidden_archetype5 = ASESINO
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = GUERRERO
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

# Humano
[OBJ887]
name = Cotas de Manto Marron (H/E/EO)
graphic_index = 16221
object_type = 3
equipped_armor_graphic = 337
min_armor_defense = 8
max_armor_defense = 25
value = 6800
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO

# Humano
[OBJ888]
name = Brial del Bosque (H/E/EO)
graphic_index = 16275
object_type = 3
equipped_armor_graphic = 339
min_armor_defense = 10
max_armor_defense = 22
value = 6500
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO
forbidden_archetype4 = GUERRERO
forbidden_archetype5 = PALADIN

# Humano
[OBJ889]
name = Anillas Con Manto Verde (H/E/EO)
graphic_index = 15600
object_type = 3
equipped_armor_graphic = 314
min_armor_defense = 12
max_armor_defense = 22
value = 7350
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO
iron_ingot = 105
smithing_skill = 65

# Humano
[OBJ890]
name = Armadura de Cuero de Oso Pardo (H/E/EO)
graphic_index = 15762
object_type = 3
equipped_armor_graphic = 320
min_armor_defense = 10
max_armor_defense = 20
value = 6000
forbidden_archetype1 = MAGO
forbidden_archetype2 = GUERRERO
forbidden_archetype3 = BARDO
forbidden_archetype4 = PALADIN

# Humano mujer
[OBJ891]
name = Armadura de Cuero de Oso Pardo (H/E/EO-M)
graphic_index = 15951
object_type = 3
equipped_armor_graphic = 327
min_armor_defense = 10
max_armor_defense = 20
value = 6000
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = GUERRERO
forbidden_archetype3 = BARDO
forbidden_archetype4 = PALADIN

# Humano mujer
[OBJ892]
name = Coraza Compuesta Roja (H/E/EO-M)
graphic_index = 15978
object_type = 3
equipped_armor_graphic = 328
min_armor_defense = 15
max_armor_defense = 23
value = 12250
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = ASESINO
forbidden_archetype5 = PIRATA
iron_ingot = 175
smithing_skill = 72

# Humano mujer
[OBJ893]
name = Anillas Con Manto Verde (H/E/EO-M)
graphic_index = 16005
object_type = 3
equipped_armor_graphic = 329
min_armor_defense = 12
max_armor_defense = 22
value = 7350
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 105
smithing_skill = 65

# Humano mujer
[OBJ894]
name = Armadura de Cruzada (H/E/EO-M)
graphic_index = 16032
object_type = 3
equipped_armor_graphic = 330
min_armor_defense = 13
max_armor_defense = 23
value = 8540
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = ASESINO
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = GUERRERO
forbidden_archetype10 = TRABAJADOR
iron_ingot = 122
smithing_skill = 72

# Humano mujer
[OBJ895]
name = Armadura Legendaria (H/E/EO-M)
graphic_index = 761
object_type = 3
equipped_armor_graphic = 319
max_armor_defense = 60
min_armor_defense = 55
value = 358000
respawnable = 0
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
iron_ingot = 1000
silver_ingot = 400
gold_ingot = 600
smithing_skill = 100

# Humano mujer
[OBJ896]
name = Tunica de Morgana (H/E/EO-M)
graphic_index = 16248
object_type = 3
equipped_armor_graphic = 338
min_armor_defense = 17
max_armor_defense = 23
value = 13500
Mujer = 1
forbidden_archetype1 = BARDO

# Humano
[OBJ897]
name = Cota de Piquero (H/E/EO)
graphic_index = 16113
object_type = 3
equipped_armor_graphic = 333
min_armor_defense = 12
max_armor_defense = 22
value = 7350
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 105
smithing_skill = 65

# Humano mujer
[OBJ898]
name = Armadura de Placas de Gala (H/E/EO-M)
graphic_index = 773
object_type = 3
equipped_armor_graphic = 313
max_armor_defense = 47
min_armor_defense = 42
value = 56640
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = TRABAJADOR
iron_ingot = 600
silver_ingot = 122
smithing_skill = 85

# Humano mujer
[OBJ899]
name = Cota de Peto Liso (H/E/EO-M)
graphic_index = 15924
object_type = 3
equipped_armor_graphic = 326
min_armor_defense = 14
max_armor_defense = 24
value = 12250
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 175
smithing_skill = 72

# Humano mujer
[OBJ900]
name = Anillas Con Manto Desgastado (H/E/EO-M)
graphic_index = 16140
object_type = 3
equipped_armor_graphic = 334
min_armor_defense = 13
max_armor_defense = 24
value = 9240
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = PIRATA
iron_ingot = 132
smithing_skill = 70

# Humano mujer
[OBJ901]
name = Coraza Compuesta de Mujer (H/E/EO-M)
graphic_index = 15816
object_type = 3
equipped_armor_graphic = 322
min_armor_defense = 17
max_armor_defense = 25
value = 14000
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 200
smithing_skill = 70

# Humano mujer
[OBJ902]
name = Cota de Mallas Enteriza (H/E/EO-M)
graphic_index = 15843
object_type = 3
equipped_armor_graphic = 332
min_armor_defense = 19
max_armor_defense = 25
value = 14770
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 211
smithing_skill = 73

# Humano
[OBJ903]
name = Armadura de Campeon (H/E/EO)
graphic_index = 15681
object_type = 3
equipped_armor_graphic = 317
min_armor_defense = 25
max_armor_defense = 40
value = 22400
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = ASESINO
forbidden_archetype5 = PIRATA
iron_ingot = 320
smithing_skill = 80

# Humano mujer
[OBJ904]
name = Placas Combinadas (H/E/EO-M)
graphic_index = 16059
object_type = 3
equipped_armor_graphic = 331
min_armor_defense = 30
max_armor_defense = 37
value = 23100
respawnable = 0
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 210
silver_ingot = 70
smithing_skill = 80

# Humano
[OBJ905]
name = Suprema Armadura Dorada (H/E/EO)
graphic_index = 15708
object_type = 3
equipped_armor_graphic = 318
min_armor_defense = 35
max_armor_defense = 45
value = 51500
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = BARDO
forbidden_archetype7 = DRUIDA
forbidden_archetype8 = TRABAJADOR
iron_ingot = 150
silver_ingot = 50
gold_ingot = 100
smithing_skill = 85

# Humano
[OBJ906]
name = Manto del Dragon (H/E/EO)
graphic_index = 16329
object_type = 3
equipped_armor_graphic = 342
min_armor_defense = 63
max_armor_defense = 68
value = 622000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = BARDO
forbidden_archetype7 = DRUIDA
forbidden_archetype8 = TRABAJADOR
iron_ingot = 1000
silver_ingot = 1100
gold_ingot = 1200
smithing_skill = 100

[OBJ907]
name = Tunica Real Pretoriana (E/G)
graphic_index = 13282
object_type = 3
equipped_armor_graphic = 180
value = 675000
dwarf = 1
respawnable = 0

[OBJ908]
name = Vestimentas de Pescador (E/G)
graphic_index = 15276
object_type = 3
equipped_armor_graphic = 301
max_armor_defense = 1
value = 100
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = PALADIN
forbidden_archetype10 = CAZADOR
forbidden_archetype11 = CLERIGO

[OBJ909]
name = Vestido de Novia (E/G-M)
graphic_index = 14952
object_type = 3
equipped_armor_graphic = 289
min_armor_defense = 7
max_armor_defense = 12
value = 3400
dwarf = 1
Mujer = 1

[OBJ910]
name = Atuendo de Gnomo (E/G)
graphic_index = 14655
object_type = 3
equipped_armor_graphic = 278
min_armor_defense = 1
max_armor_defense = 1
value = 110
dwarf = 1

[OBJ911]
name = Vestimenta Bordo de Poblador (E/G)
graphic_index = 15141
object_type = 3
equipped_armor_graphic = 296
min_armor_defense = 1
max_armor_defense = 1
value = 110
dwarf = 1

[OBJ912]
name = Vestimenta Verde de Poblador (E/G)
graphic_index = 15087
object_type = 3
equipped_armor_graphic = 294
min_armor_defense = 1
max_armor_defense = 1
value = 110
dwarf = 1

[OBJ913]
name = Ropaje de Ermitaño (E/G)
graphic_index = 14736
object_type = 3
equipped_armor_graphic = 281
min_armor_defense = 1
max_armor_defense = 2
value = 150
dwarf = 1

[OBJ914]
name = Ropaje de Aldeana (E/G-M)
graphic_index = 14925
object_type = 3
equipped_armor_graphic = 288
min_armor_defense = 1
max_armor_defense = 2
value = 150
Mujer = 1
dwarf = 1

[OBJ915]
name = Ropaje de Aldeano (E/G)
graphic_index = 15006
object_type = 3
equipped_armor_graphic = 291
min_armor_defense = 1
max_armor_defense = 2
value = 150
dwarf = 1

[OBJ916]
name = Vestimenta Elegante (E/G)
graphic_index = 15033
object_type = 3
equipped_armor_graphic = 292
min_armor_defense = 1
max_armor_defense = 3
value = 200
dwarf = 1

[OBJ917]
name = Vestimenta de Minero (E/G)
graphic_index = 15114
object_type = 3
equipped_armor_graphic = 295
min_armor_defense = 1
max_armor_defense = 3
value = 200
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = PALADIN
forbidden_archetype10 = CAZADOR
forbidden_archetype11 = CLERIGO

[OBJ918]
name = Gaban de Cuero Pequeño (E/G)
graphic_index = 14574
object_type = 3
equipped_armor_graphic = 282
min_armor_defense = 2
max_armor_defense = 2
value = 200
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ919]
name = Alifafe de Serpiente (E/G)
graphic_index = 14979
object_type = 3
equipped_armor_graphic = 290
min_armor_defense = 2
max_armor_defense = 2
value = 200
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO

[OBJ920]
name = Ropaje de Herrero (E/G)
graphic_index = 15060
object_type = 3
equipped_armor_graphic = 293
min_armor_defense = 2
max_armor_defense = 3
value = 275
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = PALADIN
forbidden_archetype10 = CAZADOR
forbidden_archetype11 = CLERIGO

[OBJ921]
name = Tunica Sirica Elegante (E/G)
graphic_index = 15168
object_type = 3
equipped_armor_graphic = 297
min_armor_defense = 1
max_armor_defense = 5
value = 450
dwarf = 1

[OBJ922]
name = Traje de Capitan Pirata (E/G)
graphic_index = 15195
object_type = 3
equipped_armor_graphic = 298
min_armor_defense = 2
max_armor_defense = 5
value = 600
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = LADRON
forbidden_archetype3 = ASESINO
forbidden_archetype4 = BANDIDO
forbidden_archetype5 = GUERRERO
forbidden_archetype6 = BARDO
forbidden_archetype7 = DRUIDA
forbidden_archetype8 = PALADIN
forbidden_archetype9 = CAZADOR
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ923]
name = Traje de Noble (E/G)
graphic_index = 15222
object_type = 3
equipped_armor_graphic = 299
min_armor_defense = 3
max_armor_defense = 5
value = 700
dwarf = 1

[OBJ924]
name = Vestimenta de Explorador (E/G)
graphic_index = 14520
object_type = 3
equipped_armor_graphic = 278
min_armor_defense = 3
max_armor_defense = 6
value = 900
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ925]
name = Peto de Gladiadora (E/G-M)
graphic_index = 14547
object_type = 3
equipped_armor_graphic = 274
min_armor_defense = 3
max_armor_defense = 8
value = 1190
dwarf = 1
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
iron_ingot = 17
smithing_skill = 15

[OBJ926]
name = Hombreras de Amazona (E/G-M)
graphic_index = 14601
object_type = 3
equipped_armor_graphic = 276
min_armor_defense = 4
max_armor_defense = 6
value = 1000
dwarf = 1
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ927]
name = Alifafe de Lobo (E/G)
graphic_index = 14682
object_type = 3
equipped_armor_graphic = 279
min_armor_defense = 5
max_armor_defense = 7
value = 1400
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = PALADIN
forbidden_archetype9 = CAZADOR
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ928]
name = Barragan de Cazador (E/G)
graphic_index = 14628
object_type = 3
equipped_armor_graphic = 277
min_armor_defense = 6
max_armor_defense = 9
value = 2550
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = PALADIN
forbidden_archetype10 = CLERIGO
forbidden_archetype11 = TRABAJADOR

[OBJ929]
name = Barragan Compuesto (E/G)
graphic_index = 14709
object_type = 3
equipped_armor_graphic = 280
min_armor_defense = 10
max_armor_defense = 15
value = 4600
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = PIRATA

[OBJ930]
name = Toga de Aprendiz (E/G)
graphic_index = 15465
object_type = 3
equipped_armor_graphic = 309
min_armor_defense = 5
max_armor_defense = 10
value = 2700
dwarf = 1

[OBJ931]
name = Vestido Elegante Purpura (E/G-M)
graphic_index = 15384
object_type = 3
equipped_armor_graphic = 307
min_armor_defense = 7
max_armor_defense = 11
value = 3175
dwarf = 1
Mujer = 1

[OBJ932]
name = Sotana de Gran Hechicero (E/G)
graphic_index = 15492
object_type = 3
equipped_armor_graphic = 310
min_armor_defense = 8
max_armor_defense = 12
value = 3200
dwarf = 1
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = PIRATA
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = CAZADOR
forbidden_archetype7 = TRABAJADOR

[OBJ933]
name = Cota Liviana Verde (E/G-M)
graphic_index = 14817
object_type = 3
equipped_armor_graphic = 284
min_armor_defense = 9
max_armor_defense = 13
value = 3710
dwarf = 1
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
iron_ingot = 53
smithing_skill = 40

[OBJ934]
name = Cotas Livianas (E/G)
graphic_index = 14871
object_type = 3
equipped_armor_graphic = 286
min_armor_defense = 10
max_armor_defense = 15
value = 4600
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO

[OBJ935]
name = Cotas con Peto Compuesto (E/G-M)
graphic_index = 14844
object_type = 3
equipped_armor_graphic = 285
min_armor_defense = 13
max_armor_defense = 17
value = 6020
dwarf = 1
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 86
smithing_skill = 57

[OBJ936]
name = Tunica de Gran Hechicera (E/G-M)
graphic_index = 15303
object_type = 3
equipped_armor_graphic = 302
min_armor_defense = 15
max_armor_defense = 20
value = 10500
dwarf = 1
Mujer = 1

[OBJ937]
name = Cota de Peto Purpura (E/G)
graphic_index = 14790
object_type = 3
equipped_armor_graphic = 283
min_armor_defense = 12
max_armor_defense = 22
value = 7350
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 105
smithing_skill = 65

[OBJ938]
name = Traje de Bruja (E/G-M)
graphic_index = 15330
object_type = 3
equipped_armor_graphic = 303
min_armor_defense = 15
max_armor_defense = 20
value = 10500
Mujer = 1
dwarf = 1
forbidden_archetype1 = GUERRERO

[OBJ939]
name = Tunica de Gala Roja (E/G)
graphic_index = 15546
object_type = 3
equipped_armor_graphic = 312
min_armor_defense = 19
max_armor_defense = 23
value = 13500
dwarf = 1

[OBJ940]
name = Cota de Mallas Enteriza (E/G)
graphic_index = 14898
object_type = 3
equipped_armor_graphic = 287
min_armor_defense = 20
max_armor_defense = 26
value = 15330
dwarf = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = PIRATA
iron_ingot = 219
smithing_skill = 75

[OBJ941]
name = Traje Seductor de Pitonisa (E/G-M)
graphic_index = 15411
object_type = 3
equipped_armor_graphic = 306
min_armor_defense = 25
max_armor_defense = 30
value = 18000
dwarf = 1
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ942]
name = Vestido de Gala Turquesa (E/G-M)
graphic_index = 15438
object_type = 3
equipped_armor_graphic = 308
min_armor_defense = 30
max_armor_defense = 35
value = 22000
dwarf = 1
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA

[OBJ943]
name = Sobrevesta A‰lfica (H/E/EO)
graphic_index = 16356
object_type = 3
equipped_armor_graphic = 390
value = 50

[OBJ944]
name = Vestido Aurë (H/E/EO-M)
graphic_index = 16410
object_type = 3
equipped_armor_graphic = 343
value = 50
Mujer = 1

[OBJ945]
name = Vestido de Gala Alcarinqua (H/E/EO-M)
graphic_index = 16383
object_type = 3
equipped_armor_graphic = 341
max_armor_defense = 1
value = 105
Mujer = 1

[OBJ946]
name = Vestimentas de Poblador Elfico (H/E/EO)
graphic_index = 16625
object_type = 3
equipped_armor_graphic = 351
min_armor_defense = 1
max_armor_defense = 1
value = 110

[OBJ947]
name = Habito Liviano de Ritual (H/E/EO)
graphic_index = 16679
object_type = 3
equipped_armor_graphic = 353
min_armor_defense = 2
max_armor_defense = 4
value = 420

[OBJ948]
name = Vestido Bordado de Elite (H/E/EO-M)
graphic_index = 16707
object_type = 3
equipped_armor_graphic = 354
min_armor_defense = 2
max_armor_defense = 3
value = 300
Mujer = 1

[OBJ949]
name = Habito Liviano de Ritual (H/E/EO-M)
graphic_index = 16571
object_type = 3
equipped_armor_graphic = 349
min_armor_defense = 2
max_armor_defense = 4
value = 450
Mujer = 1

[OBJ950]
name = Sirica Elfica Rojiza (H/E/EO-M)
graphic_index = 16652
object_type = 3
equipped_armor_graphic = 352
min_armor_defense = 3
max_armor_defense = 4
value = 550
Mujer = 1

[OBJ951]
name = Prenda de la Naturaleza (H/E/EO-M)
graphic_index = 16598
object_type = 3
equipped_armor_graphic = 350
min_armor_defense = 3
max_armor_defense = 5
value = 700
Mujer = 1
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = LADRON
forbidden_archetype4 = ASESINO
forbidden_archetype5 = BANDIDO
forbidden_archetype6 = GUERRERO
forbidden_archetype7 = BARDO
forbidden_archetype8 = PALADIN
forbidden_archetype9 = CLERIGO
forbidden_archetype10 = TRABAJADOR

[OBJ952]
name = Ropa de Explorador Elfico (H/E/EO)
graphic_index = 16544
object_type = 3
equipped_armor_graphic = 348
min_armor_defense = 4
max_armor_defense = 5
value = 850
forbidden_archetype1 = MAGO

[OBJ953]
